Table No.19 (b),,,,,,,,
"STATEMENT ON REMMITTANCE-WISE DETAILS OF FDI EQUITY INFLOWS RECEIVED BY ACQUISITION OF
53,VIBGYOR PRINTING & PACKAGING PRIVATE LIM,Netherlands,GPC HOLDINGS B.V. (NETHERLANDS),REGION NOT,"Manufacture of plastic articles for the packing of goods (plastic bags,",15.04,0.22,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,INDICATED,"sacks, containers, boxes, cases, carboys, bottles etc.)",,,
54,VIBGYOR PRINTING & PACKAGING PRIVATE LIM,Netherlands,GPC HOLDINGS B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases,
carboys, bottles etc.)",201.00,2.96,
55,Leancrop Technology Solutions Private Li,Netherlands,Besitz Holding B.V.,"REGION NOT
INDICATED",Other information technology and computer service activities n.e.c.,0.00,0.00,
56,Qubercomm Technologies India Private Lim,U.S.A,Qubercomm Technologies INC,REGION NOT INDICATED,Providing software support and maintenance to the clients,0.05,0.00,
57,Zon Container Management Services Privat,Singapore,Cosco Shipping (South East Asia) Pte. Lt,REGION NOT INDICATED,Other business support service activities n.e.c.,0.00,0.00,
58,Goldman Securities Private Limited,Singapore,Ebix Fincorp Exchange Pte Limited,REGION NOT INDICATED,"Other financial service activities, except insurance and pension funding activities, n.e.c.",52.36,0.77,
59,Metal Flow Lubriacants and Solutions Pri,Spain,Metal Flow SA,"REGION
NOT INDICATED",Wholesale of industrial chemicals,0.06,0.00,
60,O2O Software Services Private Limited,Singapore,Kristal.AI Holdings Pte. Ltd,"REGION
NOT INDICATED",Providing software support and maintenance to the clients,0.07,0.00,
61,Digitamize Innovations Private Limited,U.S.A,Digitamize Inc,REGION NOT INDICATED,Other information service activities n.e.c.,0.05,0.00,
62,Risa Technologies Pvt Limited,Canada,Dowco Global Management Services,REGION NOT INDICATED,Architectural and engineering activities and related technical consultancy,0.11,0.00,
63,Thirumeni Finance Private Limited,Mauritius,Turquoise Investments Limited,REGION NOT INDICATED,Other credit granting,8.41,0.12,
64,Thirumeni Finance Private Limited,Mauritius,Turquoise Investments Limited,REGION NOT INDICATED,Other credit granting,21.01,0.31,
65,New World Trading (India) Private Limite,United Kingdom,Michael Keith Sun,REGION NOT INDICATED,"Other supporting activities including agricultural gardening (excluding parks and gardening activities), n.e.c.",7.65,0.11,
66,Sapience Analytics Private Limited,U.S.A,Sapience Analytics Corporation,REGION NOT INDICATED,Publishing of operating business and other applications,13.83,0.20,
67,Theobroma Foods Private Limited,Mauritius,Dynamic India Fund S4 US I,REGION NOT INDICATED,Manufacture of bread,33.94,0.50,
68,Krishna Institute Of Medical Sciences Li,Singapore,General Atlantic Singapore KH Pte Ltd,REGION NOT INDICATED,Hospital activities,"6,039.91",89.09,
69,ADANI POWER LTD,Mauritius,PAN ASIA TRADE AND INVESTMENT PVT LTD -,"REGION
NOT INDICATED",Electric power generation by coal based thermal power plants,136.40,2.01,
70,Cachatto India Private Limited,Japan,"E-JAN Networks Co., Japan",REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,0.00,0.00,
71,Frigel Intelligent Cooling Systems India,Italy,"Frigel Firenze S.P.A., Italy",REGION NOT INDICATED,Production and distribution of cooled air and chilled water for cooling purposes,0.05,0.00,
72,"Amplus KN One Power Private Ltd., A-57 D",Singapore,Amplus Energy Solutions Pte Ltd 80 Robin,"REGION
NOT INDICATED",Installation of industrial machinery and equipment,0.10,0.00,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
73,"VERDANT RENEWABLES PRIVATE LIMITED, 507",France,"EDF EN INDIA WIND, CHEZ EDF ENERGIES NOU",REGION NOT INDICATED,Electric power generation using other non conventional sources,0.01,0.00,
74,"HOLIDAY TRIANGLE TRAVEL PRIVATE LIMITED,",Singapore,"RB INVESTMENT PTE. LTD., 68 COVE DRIVE,","REGION
NOT INDICATED","Other data processing, hosting and related activities n.e.c.",4.10,0.06,
75,"BLUE JAY FINLEASE LIMITED, FLAT NO. 608,",Mauritius,MATRIX PARTNERS INDIA INVESTMENTS II EXT,"REGION NOT
INDICATED","Other financial service activities, except insurance and pension
funding activities, n.e.c.",1.25,0.02,
76,EQUINOX BUSINESS PARKS PVT LTD,Singapore,COTTON HOLDINGS 1 PTE LTD - SINGAPORE,REGION NOT INDICATED,Construction of buildings carried out on own-account basis or on a fee or contract basis,0.00,0.00,
77,"SB ENERGY FOUR PRIVATE LIMITED, 5TH FLOO",United Kingdom,"SBE FOUR A LIMITED, 69 GROSVENOR STREET,",REGION NOT INDICATED,Electric power generation using solar energy,0.00,0.00,
78,"EKSOURCE TECHNOLOGIES PRIVATE LIMITED, 3",U.S.A,"EKSOURCE TECHNOLOGIES INC., 13800 COPPER",REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,0.31,0.00,
79,"GRIDSTORE TECHNOLOGIES PRIVATE LIMITED,",United Kingdom,"HYPERGRID EUROPE LIMITED, 1, ADELAIDE HO","REGION
NOT INDICATED","Computer consultancy and
computer facilities management activities",3.85,0.06,
80,"GRIDSTORE TECHNOLOGIES PRIVATE LIMITED,",United Kingdom,"HYPERGRID EUROPE LIMITED, 1, ADELAIDE HO","REGION
NOT INDICATED","Computer consultancy and
computer facilities management activities",3.85,0.06,
81,Kannur International Airport Ltd,UAE,"Dinesh Kumar Kottammel,Deepthi Dinesh",REGION NOT INDICATED,Cargo handling incidental to air transport,0.30,0.00,
82,Kannur International Airport Ltd,UAE,Sujith Ram Parayil,REGION NOT INDICATED,Cargo handling incidental to air transport,0.70,0.01,
83,Kannur International Airport Ltd,UAE,Valiyakath Abdulla Kutty,REGION NOT INDICATED,Cargo handling incidental to air transport,1.00,0.01,
84,Kannur International Airport Ltd,Kuwait,Kunhammad Neeliyath,REGION NOT INDICATED,Cargo handling incidental to air transport,0.10,0.00,
85,Kannur International Airport Ltd,UAE,C R Suresh Babu,"REGION
NOT INDICATED",Cargo handling incidental to air transport,0.50,0.01,
86,Kannur International Airport Ltd,UAE,Hisham Saamsudheen,REGION NOT INDICATED,Cargo handling incidental to air transport,1.50,0.02,
87,Kannur International Airport Ltd,UAE,Samsudheen Karuvandakath Vakkayil,REGION NOT INDICATED,Cargo handling incidental to air transport,1.00,0.01,
88,Kannur International Airport Ltd,UAE,Haris Amar Shamsudheen,REGION NOT INDICATED,Cargo handling incidental to air transport,1.00,0.01,
89,Kannur International Airport Ltd,UAE,Afarah Shamsudheen,REGION NOT INDICATED,Cargo handling incidental to air transport,1.00,0.01,
90,Kannur International Airport Ltd,UAE,Samiya Shamsudheen,REGION NOT INDICATED,Cargo handling incidental to air transport,1.00,0.01,
91,Kannur International Airport Ltd,UAE,Jaefar Valapra,REGION NOT INDICATED,Cargo handling incidental to air transport,0.10,0.00,
92,Kannur International Airport Ltd,Kuwait,Biju Pothiyodath,REGION NOT INDICATED,Cargo handling incidental to air transport,0.05,0.00,
93,Kannur International Airport Ltd,UAE,Abdul Shukoor,REGION,Cargo handling incidental to air,0.20,0.00,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,Karukantakath Vakkayil,NOT INDICATED,transport,,,
94,Kannur International Airport Ltd,UAE,A K Babu,REGION NOT INDICATED,Cargo handling incidental to air transport,0.50,0.01,
95,Kannur International Airport Ltd,UAE,Vijish Bhaskaran,REGION NOT INDICATED,Cargo handling incidental to air transport,0.10,0.00,
96,Kannur International Airport Ltd,UAE,Clara Geogy,"REGION
NOT INDICATED",Cargo handling incidental to air transport,0.05,0.00,
97,SCHUTZ INDIA PVT LTD,Germany,"SCHUETZ GMBH & CO KGAA
- GERMANY",REGION NOT INDICATED,Other non-specialised wholesale trade n.e.c.,0.00,0.00,
98,Kannur International Airport Ltd,UAE,Joseph Geogy Ukken,REGION NOT INDICATED,Cargo handling incidental to air transport,0.10,0.00,
99,Kannur International Airport Ltd,UAE,Jiju Podikkalam Parambil,REGION NOT INDICATED,Cargo handling incidental to air transport,0.10,0.00,
100,Kannur International Airport Ltd,UAE,Suhra,REGION NOT INDICATED,Cargo handling incidental to air transport,0.10,0.00,
101,CONNECTM TECHNOLOGY SOLUTIONS PVT LTD,U.S.A,CONNECTM TECHNOLOGY SOLUTIONS INC - UNIT,"REGION
NOT INDICATED",Providing software support and maintenance to the clients,1.30,0.02,
102,DLF Cyber City Developers Limited,Singapore,Reco Diamond Private Limited,REGION NOT INDICATED,Construction of buildings carried out on own-account basis or on a fee or contract basis,318.32,4.70,
103,DLF Cyber City Developers Limited,Singapore,Reco Diamond Private Limited,REGION NOT INDICATED,Construction of buildings carried out on own-account basis or on a fee or contract basis,136.54,2.01,
104,DLF Cyber City Developers Limited,Singapore,Reco Diamond Private Limited,REGION NOT INDICATED,Construction of buildings carried out on own-account basis or on a fee or contract basis,45.14,0.67,
105,M/S ZENNER AQUAMET INDIA PVT LTD,Luxembourg,Minol Zenner S A,REGION NOT INDICATED,"Manufacture of other general purpose machinery n.e.c. ( fans intended for industrial applications, exhaust hoods for commercial, laboratory or industrial use; calendering or other rolling machines other than for metals or
glass; gaskets and similar joints",9.85,0.15,
106,M/s Robotic Wares Pvt. Ltd.,Mauritius,Saif Partners India Pvt. Ltd.,REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,1.81,0.03,
107,M/s Smiths Dectection Veecon Systems Pvt,Singapore,M/s Smiths Detection Asia Pacific Pte Lt,REGION NOT INDICATED,"Wholesale of other machinery, equipment and supplies n.e.c. including computer-controlled machine tools and computer- controlled sewing and knitting
machines",32.16,0.47,
108,M/S GAYATRI HI-TECH HOTELS LTD,Singapore,M/s Praefinium SME Fund II Pte Limited,REGION NOT INDICATED,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats",967.19,14.27,
109,M/s. Inchoi Eco Packaging Tech Private L,China,"M/s. Defeng L1,",REGION NOT INDICATED,Manufacture of other containers n.e.c.,0.10,0.00,
110,ADANI POWER LTD,Mauritius,PAN ASIA TRADE AND INVESTMENT PVT LTD -,REGION NOT INDICATED,Electric power generation by coal based thermal power plants,217.09,3.20,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
111,"M/S. Analytix Data Services Pvt Ltd, Hyd",U.S.A,"M/S. Analytix Data Services Inc, Usa",REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,0.72,0.01,
112,ADANI POWER LTD,Mauritius,PAN ASIA TRADE AND INVESTMENT PVT LTD -,"REGION
NOT INDICATED",Electric power generation by coal based thermal power plants,192.75,2.84,
113,Xm Software Solutions Pvt Ltd,HongKong,"Xpress Consulting Services Limited, Hong","REGION NOT
INDICATED",Other business support service activities n.e.c.,102.97,1.52,
114,Aptus Value Housing Finance India Ltd,Mauritius,"Westbridge Crossover Fund, Llc, Mauritiu",REGION NOT INDICATED,"Other financial service activities, except insurance and pension funding activities, n.e.c.",11.78,0.17,
115,Aptus Value Housing Finance India Ltd,Mauritius,"Westbridge Crossover Fund, Llc, Mauritiu",REGION NOT INDICATED,"Other financial service activities, except insurance and pension funding activities, n.e.c.",23.55,0.35,
116,Aptus Value Housing Finance India Ltd,Mauritius,"Westbridge Crossover Fund, Llc, Mauritiu",REGION NOT INDICATED,"Other financial service activities, except insurance and pension funding activities, n.e.c.",7.85,0.12,
117,Lenskart Solutions Private Limited,Mauritius,"TR Capital III Mauritius II , MAURITIUS","REGION
NOT INDICATED","Wholesale of watches, clocks and optical goods",632.61,9.64,
118,Jinvani Systech Pvt Ltd,U.S.A,"Activescaler Inc, Usa",REGION NOT INDICATED,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",0.56,0.01,
119,Samunnati Financial Intermediation & Ser,Mauritius,Elevar M III,REGION NOT INDICATED,"Other financial service activities, except insurance and pension funding activities, n.e.c.",20.00,0.30,
120,"Holiday Triangle Travel Private Limited,",Singapore,"RB Investment Pte Ltd,68 Cove Drive,Bloc",REGION NOT INDICATED,"Other data processing, hosting and related activities n.e.c.",3.30,0.05,
121,RND Optimizar Private Limited,U.S.A,"Richard Webb, USA","REGION
NOT INDICATED",Data processing Activity including report writing,0.20,0.00,
122,Inttelix Security Solutions Private Limi,Germany,"Faytech AG, Germany","REGION NOT
INDICATED",Computer Consultancy,1.19,0.02,
123,"Avian Media Private Limited, A-33, Secon",U.S.A,"Waggener Edstrom Worldwide, Inc., Civica",REGION NOT INDICATED,Management consultancy activities,13.39,0.20,
124,"Avian Media Private Limited, A-33, Secon",U.S.A,"Waggener Edstrom Worldwide, Inc., Civica",REGION NOT INDICATED,Management consultancy activities,60.63,0.92,
125,"Avian Media Private Limited, A-33, Secon",U.S.A,"Waggener Edstrom Worldwide, Inc., Civica",REGION NOT INDICATED,Management consultancy activities,22.85,0.35,
126,"Avian Media Private Limited, A-33, Secon",U.S.A,"Waggener Edstrom Worldwide, Inc., Civica",REGION NOT INDICATED,Management consultancy activities,60.63,0.92,
127,"Kagewear Private Limited, A-38, Lower Gr",U.S.A,"Gaetano Giornofelice, 310, Catherine St","REGION
NOT INDICATED",Manufacture of wearing apparel n.e.c.,0.05,0.00,
128,HYDERABAD INFLATABLES PRIVATE LIMITED SU,United Kingdom,"MEGA FLATABLES LIMITED UNIT 4B, THE WARR",REGION NOT INDICATED,MANUFACTURE OF AIR AND SPACECRAFT AND RELATED MACHINERY,0.02,0.00,
129,Innova Telecom Private Limited,Denmark,"GN Audio A/S, Denmark",REGION NOT INDICATED,WHOLESALE OF OTHER ELECTRONIC EQUIPMENTS AND PARTS THEREOF (AS NIC CODE 2008),251.00,3.82,
130,GEECY VINCOTTE INDIA PVT LTD,France,APAVE INTERNATIONAL - FRANCE,REGION NOT,Technical testing and analysis,18.96,0.29,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,INDICATED,,,,
131,Innova Telecom Private Limited,Denmark,"GN Audio A/S, Denmark",REGION NOT INDICATED,WHOLESALE OF OTHER ELECTRONIC EQUIPMENTS AND PARTS THEREOF (AS NIC CODE 2008),251.00,3.82,
132,AUTORABIT SOFTWARE PVT LTD,U.S.A,AUTORABIT INC - UNITED STATES OF AMERICA,REGION NOT INDICATED,"Writing , modifying, testing of computer program to meet the needs of a particular client
excluding web-page designing",6.48,0.10,
133,VINCOTTE INTERNATIONAL INDIA ASSESMENT S,France,APAVE INTERNATIONAL - FRANCE,REGION NOT INDICATED,Technical testing and analysis,18.82,0.29,
134,GEECY VINCOTTE INDIA PVT LTD,France,APAVE INTERNATIONAL - FRANCE,REGION NOT INDICATED,Technical testing and analysis,48.32,0.74,
135,NEVITON SOFTECH (P) LTD,Romania,"UNIVERSAL ALLOY CORPORATION DESIGN SRL ,",REGION NOT INDICATED,"Writing , modifying, testing of computer program to meet the needs of a particular client
excluding web-page designing",244.45,3.72,
136,NEVITON SOFTECH PVT LTD,Romania,UNIVERSAL ALLOY CORPORATION DESIGN SRL,REGION NOT INDICATED,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",23.47,0.36,
137,TULIP DIAGNOSTICS PVT. LTD.,Luxembourg,PERKINELMER HOLDING LUXEMBOURG S.A.R.L.,REGION NOT INDICATED,"Manufacture of various other chemical products n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pe",227.11,3.46,
138,Infrasoft Technologies Limited,Mauritius,Baring India Private Equity Fund Ii Limi,REGION NOT INDICATED,"Writing , modifying, testing of computer program to meet the needs of a particular client
excluding web-page designing",0.28,0.00,
139,Iifl Wealth Management Ltd.,Singapore,"Iifl Wealth Employee Benefit Trust, Sing",REGION NOT INDICATED,Security and commodity contracts brokerage,"1,291.45",19.68,
140,Iifl Wealth Management Ltd.,Singapore,"Iifl Wealth Employee Benefit Trust, Sing",REGION NOT INDICATED,Security and commodity contracts brokerage,"1,291.45",19.68,
141,Softnice India Private Limited,U.S.A,"Softnice Inc., Usa",REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,8.52,0.13,
142,Bytedance (India) Technology Private Lim,Singapore,"Bytemod Pte. Ltd., Singapore","REGION
NOT INDICATED",Other information service activities n.e.c.,0.10,0.00,
