Table No.19 (b),,,,,,,,,,
"STATEMENT ON REMMITTANCE-WISE DETAILS OF FDI EQUITY INFLOWS UNDER ACQUISITION OF SHARES ROUTE
RECEIVED DURING APRIL 2020 TO JUNE 2020
33,"Altra Xergi Power Private
Limited",DELHI,"South West
Delhi","Electric power generation using
solar energy",O2 POWER SG PTE. LTD.,Singapore,0.00,0.00,"Received in the
Company",
34,Amar Immunodiagnostics Private Limited,TELANGANA,Hyderabad,"Manufacture of various other chemical products n.e.c(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance
used in manufacturing of pes",Eurofins Technology and Supplies LUX Holding SARL,Luxembourg,137.37,1.81,Received in the Company,
35,AMMANN INDIA PRIVATE LIMITED,GUJARAT,Mahesana,"Manufacture of other machinery
for mining, quarrying and construction n.e.c.",Ammann Singapore Pte. Limited,Singapore,2024.33,26.73,Received in the Company,
36,"AMPYR RENEWABLE ENERGY RESOURCES ONE PRIVATE
LIMITED",KARNATAKA,Bengaluru,Electric power generation using other non conventional sources,Ampyr India Asset Holdings Pte Ltd,Singapore,0.01,0.00,Received in the Company,
37,Ananya Finance for Inclusive Growth Private Limited,GUJARAT,Ahmedabad,Other credit granting,"Gojo & Company, Inc.",Japan,140.00,1.85,Received in the company,
38,ANI Technologies Private Limited,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Deshe Holdings LLLP,U.S.A,176.99,2.34,Received in the company,
39,ANI Technologies Private Limited,KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c",DIG Investment XX AB,Sweden,204.20,2.68,"Received in the
Company",
40,ANI Technologies Private Limited,KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c",DIG Investment XX AB,Sweden,54.72,0.72,"Received in the
Company",
41,APARNA PAPER PROCESSING INDUSTRY PVT. LTD.,WEST BENGAL,Howrah,"Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes,
cases, carboys, bottles etc.)",GPC Holdings B.V,Netherland,57.33,0.75,Received in the Company,
42,"APTUS VALUE HOUSING
FINANCE INDIA LIMITED",TAMIL NADU,Chennai,Other credit granting,"GRANITE HILL OPPORTUNITIES
FUND II, L.P.",U.S.A,78.90,1.04,"Received in the
Company",
43,"Ardour Automotive Private
Limited",TAMIL NADU,Kanchipuram,Manufacture of passenger cars,"Ford Motor International
Holdings Limited","United
Kingdom",0.10,0.00,"Received in the
company",
44,"ASCENT HEALTH AND
WELLNESS SOLUTIONS PRIVATE LIMITED",MAHARASHTRA,Mumbai,Wholesale of pharmaceutical and medical goods,TIMF Holdings,Mauritius,55.01,0.73,Received in the company,
45,ASCENT HEALTH AND,MAHARASHTRA,Mumbai,Wholesale of pharmaceutical and,TIMF Holdings,Mauritius,99.88,1.31,Received in the,
"Sr.
No.",Name of Indian Company,State,Location district),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
,"WELLNESS SOLUTIONS PRIVATE
LIMITED",,,medical goods,,,,,Company,
46,ASG Hospital Private Limited,RAJASTHAN,Jodhpur,Hospital activities,CARE HOLDINGS LIMITED,UAE,62.80,0.82,"Received in the
Company",
47,ASG Hospital Private Limited,RAJASTHAN,Jodhpur,Hospital activities,Care Holdings Limited,UAE,62.80,0.82,"Received in the
Company",
48,Aspirational Affordable Housing Private Limited,MAHARASHTRA,Mumbai,"Architectural and engineering activities and related technical
consultancy",India Homes for All Pte. Ltd.,Singapore,0.02,0.00,Received in the company,
49,Atyati Technologies Private Limited,KARNATAKA,Bengaluru,"Writing, modifying, testing of computer program to meet the needs of a particular client
excluding web-page designing",GEOSANSAR MAURITIUS LTD,Mauritius,0.27,0.00,Received in the Company,
50,B2X Service Solutions India Private Limited,MAHARASHTRA,Mumbai,"Repair and maintenance of computer and peripheral
equipment",B2X Care Solutions GmbH,Germany,12.46,0.16,Received in the Company,
51,B2X Service Solutions India Private Limited,MAHARASHTRA,Mumbai,"Repair and maintenance of
computer and peripheral equipment",B2X Care Solutions GmbH,Germany,12.32,0.16,Received in the Company,
52,"BACKWATER TECHNOLOGIES
PRIVATE LIMITED",KERALA,Ernakulam,"Other information technology and
computer service activities n.e.c",True Software Scandinavia AB,Sweden,0.00,0.00,"Received in the
Company",
53,"BACKWATER TECHNOLOGIES
PRIVATE LIMITED",KERALA,Ernakulam,"Other information technology and
computer service activities n.e.c",True Software Scandinavia AB,Sweden,0.00,0.00,"Received in the
Company",
54,"BACKWATER TECHNOLOGIES
PRIVATE LIMITED",KERALA,Ernakulam,"Other information technology and
computer service activities n.e.c",True Software Scandinavia AB,Sweden,1.82,0.02,"Received in the
Company",
55,BALBIR HOLDINGS PRIVATE LIMITED,MAHARASHTRA,Nagpur,"Other financial service activities, except insurance and pension
funding activities, n.e.c.",CHAN CHIN PENG PHILIP,Singapore,6.43,0.09,Received in the company,
56,"BD PARENTING INFOTECH
PRIVATE LIMITED",DELHI,South Delhi,"Other information technology and
computer service activities n.e.c",Surge Ventures II,Mauritius,22.50,0.30,"Received in the
Company",
57,"BECKER ROBOTIC EQUIPMENT
INDIA PRIVATE LIMITED",MAHARASHTRA,Pune,"Manufacture of other special-
purpose machinery n.e.c.",AJBH GMBH,Germany,0.01,0.00,"Received in the
Company",
58,"BEERENSGAS (INDIA) PRIVATE
LIMITED",DELHI,"South West
Delhi","Services incidental to on shore
gas extraction",Beerensgas DMCC,UAE,0.01,0.00,"Received in the
Company",
59,"BETTER WORLD DIGITAL
SOLUTIONS PRIVATE LIMITED",MAHARASHTRA,Mumbai,"Other information technology and
computer service activities n.e.c","ZETA INVESTMENTS
HOLDINGS PTE. LTD.",Singapore,0.00,0.00,"Received in the
Company",
60,"BETTER WORLD DIGITAL
SOLUTIONS PRIVATE LIMITED",MAHARASHTRA,Mumbai,"Other information technology and
computer service activities n.e.c","Zeta Investments Holdings Pte.
Ltd.",Singapore,0.10,0.00,"Received in the
company",
"Sr.
No.",Name of Indian Company,State,Location district),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
61,"BIGFOOT RETAIL SOLUTIONS
PRIVATE LIMITED",DELHI,West Delhi,"Other information technology and
computer service activities n.e.c","TRIBE CAPITAL III LLC SERIES
– 1",Samoa,3.84,0.05,"Received in the
company",
62,"BIGFOOT RETAIL SOLUTIONS
PRIVATE LIMITED",DELHI,West Delhi,"Other information technology and
computer service activities n.e.c","BERTELSMANN NEDERLAND
B.V.",Netherland,58.51,0.77,"Received in the
Company",
63,"BIGFOOT RETAIL SOLUTIONS
PRIVATE LIMITED",DELHI,West Delhi,"Other information technology and
computer service activities n.e.c","TRIBE CAPITAL III LLC SERIES
– 1",U.S.A,115.26,1.52,"Received in the
Company",
64,BIGFOOT RETAIL SOLUTIONS PRIVATE LIMITED,DELHI,West Delhi,Other information technology and computer service activities n.e.c,"TRIBE CAPITAL III LLC SERIES
– 1",U.S.A,0.04,0.00,Received in the Company,
65,BIGFOOT RETAIL SOLUTIONS PRIVATE LIMITED,DELHI,West Delhi,Other information technology and computer service activities n.e.c,BERTELSMANN NEDERLAND B.V.,Netherland,6.45,0.09,Received in the company,
66,"BIGFOOT RETAIL SOLUTIONS
PRIVATE LIMITED",DELHI,West Delhi,"Other information technology and
computer service activities n.e.c","TRIBE CAPITAL III LLC SERIES–
1",Samoa,26.59,0.35,"Received in the
company",
67,"BIGFOOT RETAIL SOLUTIONS
PRIVATE LIMITED",DELHI,West Delhi,"Other information technology and
computer service activities n.e.c","TRIBE CAPITAL III LLC SERIES–
1",Samoa,0.04,0.00,"Received in the
company",
68,"BIGFOOT RETAIL SOLUTIONS
PRIVATE LIMITED",DELHI,West Delhi,"Other information technology and
computer service activities n.e.c","TRIBE CAPITAL III LLC SERIES–
1",Samoa,10.29,0.14,"Received in the
company",
69,BINNACLE MARINE GLOBAL PRIVATE LIMITED,GUJARAT,Ahmedabad,"Activities of other commission agents n.e.c. (including commission agents working in emerging areas for wholesale
trade",BINNACLE MARINE FZE,UAE,0.13,0.00,Received in the Company,
70,CAFS INDIA GLOBAL PRIVATE LIMITED,GUJARAT,Ahmedabad,"Activities of other commission agents n.e.c. (including commission agents working in emerging areas for wholesale
trade",Coal and Freight Services DMCC,UAE,0.14,0.00,Received in the Company,
71,CENTRAL INDIA POULTRY BREEDERS PRIVATE LIMITED,MAHARASHTRA,Pune,"Raising and breeding of chickens and capons, ducks, geese, turkeys and guinea fowls chickens and capons, ducks,
geese, turkeys and guinea fowls",AVIAGEN INTERNATIONAL HOLDINGS LIMITED,United Kingdom,162.60,2.13,Received in the Company,
72,CENTRAL INDIA POULTRY BREEDERS PRIVATE LIMITED,MAHARASHTRA,Pune,"Raising and breeding of chickens and capons, ducks, geese, turkeys and guinea fowls chickens and capons, ducks,
geese, turkeys and guinea fowls",AVIAGEN INTERNATIONAL FINANCE FOUR LIMITED,United Kingdom,0.01,0.00,Received in the Company,
73,"CETUSTECH SOLUTIONS
PRIVATE LIMITED",KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c",FAYETECH PTE. LTD,Singapore,0.00,0.00,"Received in the
company",
74,CGNX Networks Private Limited,KARNATAKA,Bengaluru,Other information technology and,"CloudGenix, Inc",U.S.A,0.00,0.00,Received in the,
"Sr.
No.",Name of Indian Company,State,Location district),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
,,,,computer service activities n.e.c,,,,,Company,
75,"CHRYSALISGOLD TECHNOLOGIES PRIVATE
LIMITED",KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,AKARA TECHNOLOGIES FZE,UAE,0.02,0.00,Received in the company,
76,CIBES LIFT INDIA PRIVATE LIMITED,HARYANA,Gurgaon,"Wholesale of electrical machinery, equipment and
supplies, n.e.c.",CIBES LIFT AB,Sweden,0.00,0.00,Received in the company,
77,CIBES LIFT INDIA PRIVATE LIMITED,HARYANA,Gurgaon,"Wholesale of electrical
machinery, equipment and supplies, n.e.c.",CIBES LIFT GROUP AB,Sweden,0.00,0.00,Received in the company,
78,Click Labs Private Limited,CHANDIGARH,Chandigarh,Other information technology and computer service activities n.e.c,THE NORA JAIN IRREVOCABLE TRUST,U.S.A,14.80,0.20,Received in the company,
79,"CloudCover Consultancy Private
Limited",MAHARASHTRA,Pune,"Other professional, scientific and
technical activities n.e.c.",CloudCover Pte. Ltd.,Singapore,16.35,0.21,"Received in the
Company",
80,CloudCover Consultancy Private Limited,MAHARASHTRA,Pune,"Other professional, scientific and technical activities n.e.c.",CloudCover Pte. Ltd.,Singapore,16.36,0.21,Received in the Company,
81,CONCAST (INDIA) PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other professional, scientific and technical activities n.e.c.",Primetals Technologies Japan Limited,Japan,0.02,0.00,Received in the company,
82,Conversenow Semantics Private Limited,KARNATAKA,Bengaluru,"Writing, modifying, testing of computer program to meet the needs of a particular client
excluding web-page designing","ConverseNow Technologies, Inc",U.S.A,0.05,0.00,Received in the company,
83,Conversenow Semantics Private Limited,KARNATAKA,Bengaluru,"Writing, modifying, testing of computer program to meet the
needs of a particular client excluding web-page designing","ConverseNow Technologies, Inc",U.S.A,0.05,0.00,Received in the company,
84,"CREDITFIRST TECHNOLOGIES
PRIVATE LIMITED",KARNATAKA,Bengaluru,Software installation,"M/S.LEOPARD INNOVATION
PTE LTD",Singapore,0.05,0.00,"Received in the
Company",
85,"CREST CONTAINER LINES
PRIVATE LIMITED",MAHARASHTRA,Thane,"Activities of shipping cargo
agents",FARRHAN AL KAMIL FOUZE,Sri Lanka,0.94,0.01,"Received in the
Company",
86,"CREST CONTAINER LINES
PRIVATE LIMITED",MAHARASHTRA,Thane,"Activities of shipping cargo
agents",FARRHAN AL KAMIL FOUZE,Sri Lanka,0.14,0.00,"Received in the
Company",
87,CURE IT COATINGS INDIA PRIVATE LIMITED,MAHARASHTRA,Pune,"MANUFACTURE OF VARIOUS OTHER CHEMICAL PRODUCTS N.E.C.(ANTIKNOCK PREPARATIONS, ANTI-FREEZE PREPARATIONS, LIQUIDS FOR HYDRAULIC TRANSMISSION,
COMPOSITE DIAGNOSTIC OR",CURE IT COATINGS UK LIMITED,United Kingdom,0.05,0.00,Received in the Company,
"Sr.
No.",Name of Indian Company,State,Location district),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
,,,,"LABORATORY REAGENTS, WRITING OR DRAWING INK, CHEMICAL SUBSTANCE USED IN
MANUFACTURING OF PE",,,,,,
88,CYBAGE SOFTWARE PRIVATE LIMITED,MAHARASHTRA,Pune,"Writing, modifying, testing of computer program to meet the needs of a particular client
excluding web-page designing",GURVINDER SINGH CHHATWAL,U.S.A,1.70,0.02,Received in the company,
89,"DAILYNINJA DELIVERY
SERVICES PRIVATE LIMITED",MAHARASHTRA,Thane,"Other information technology and
computer service activities n.e.c",SCI Investments V,Mauritius,0.39,0.01,"Received in the
company",
90,"DAILYNINJA DELIVERY
SERVICES PRIVATE LIMITED",MAHARASHTRA,Thane,"Other information technology and
computer service activities n.e.c",SCI Investments V,Mauritius,0.16,0.00,"Received in the
company",
91,"DAILYNINJA DELIVERY
SERVICES PRIVATE LIMITED",MAHARASHTRA,Thane,"Other information technology and
computer service activities n.e.c",SCI lnvestments V,Mauritius,0.96,0.01,"Received in the
Company",
92,"DAILYNINJA DELIVERY
SERVICES PRIVATE LIMITED",MAHARASHTRA,Thane,"Other information technology and
computer service activities n.e.c",SCI lnvestments V,Mauritius,1.69,0.02,"Received in the
Company",
93,"DAILYNINJA DELIVERY
SERVICES PRIVATE LIMITED",MAHARASHTRA,Thane,"Other information technology and
computer service activities n.e.c",SCI lnvestments V,Mauritius,0.45,0.01,"Received in the
Company",
94,DAILYNINJA DELIVERY SERVICES PRIVATE LIMITED,MAHARASHTRA,Thane,Other information technology and computer service activities n.e.c,Saama Capital IV Ltd,Mauritius,2.42,0.03,Received in the Company,
95,DAILYNINJA DELIVERY SERVICES PRIVATE LIMITED,MAHARASHTRA,Thane,Other information technology and computer service activities n.e.c,Saama Capital IV Ltd,Mauritius,0.29,0.00,Received in the company,
96,"DAILYNINJA DELIVERY
SERVICES PRIVATE LIMITED",MAHARASHTRA,Thane,"Other information technology and
computer service activities n.e.c",Saama Capital IV Ltd,Mauritius,0.61,0.01,"Received in the
company",
97,"DAILYNINJA DELIVERY
SERVICES PRIVATE LIMITED",MAHARASHTRA,Thane,"Other information technology and
computer service activities n.e.c",Saama Capital IV Ltd,Mauritius,0.73,0.01,"Received in the
Company",
98,"DAILYNINJA DELIVERY
SERVICES PRIVATE LIMITED",MAHARASHTRA,Thane,"Other information technology and
computer service activities n.e.c",Saama Capital IV Ltd,Mauritius,1.43,0.02,"Received in the
Company",
99,"DECCAN FINE CHEMICALS
(INDIA) PRIVATE LIMITED",TELANGANA,Hyderabad,"Manufacture of pesticides and
other agrochemical products",Deccan Holdings B.V.,Netherland,7137.67,93.63,"Received in the
Company",
100,"DEMANDPREDICTION INDIA
PRIVATE LIMITED",MAHARASHTRA,Pune,"Other information technology and
computer service activities n.e.c",Demandmatrix Inc.,U.S.A,0.06,0.00,"Received in the
Company",
101,"DEMANDWORK SOFTWARE
PRIVATE LIMITED",KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c","Real Time Skills Technologies
INC",U.S.A,0.10,0.00,"Received in the
Company",
102,"DESKFACTORS TECHNOLOGIES
PRIVATE LIMITED",KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c",DESKFACTORS INC,U.S.A,0.19,0.00,"Received in the
company",
103,"DESKFACTORS TECHNOLOGIES
PRIVATE LIMITED",KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c",DESKFACTORS INC,U.S.A,0.28,0.00,"Received in the
company",
"Sr.
No.",Name of Indian Company,State,Location district),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
104,"Digivolution Consultancy Private
Limited",MAHARASHTRA,Mumbai,"Other business support service
activities n.e.c",CHAN CHIN PENG PHILIP,Singapore,0.03,0.00,"Received in the
Company",
105,"Digivolution Consultancy Private
Limited",MAHARASHTRA,Mumbai,"Other business support service
activities n.e.c",CHAN CHIN PENG PHILIP,Singapore,0.07,0.00,"Received in the
Company",
106,DRG ANALYTICS AND INSIGHT PRIVATE LIMITED,KARNATAKA,Bengaluru,"Research and experimental development on natural sciences
and engineering",Clarivate Analytics (Singapore) Pte. Ltd.,Singapore,625.33,8.27,Received in the company,
107,DRG ANALYTICS AND INSIGHT PRIVATE LIMITED,KARNATAKA,Bengaluru,"Research and experimental
development on natural sciences and engineering",Clarivate Analytics Singapore (Pte) Ltd.,Singapore,240.36,3.17,Received in the Company,
108,DRG ANALYTICS AND INSIGHT PRIVATE LIMITED,KARNATAKA,Bengaluru,"Research and experimental development on natural sciences
and engineering",Camelot UK Holdco 2 LD,United Kingdom,0.02,0.00,Received in the Company,
109,"Drums Food International
Private Limited",MAHARASHTRA,Mumbai,"Manufacture of ice-cream, kulfi
etc.","DANONE MANIFESTO
VENTURES EUROPE SAS",France,11.25,0.15,"Received in the
company",
110,E VAIDYA PRIVATE LIMITED,TELANGANA,Hyderabad,Hospital activities,"KOTAMMA GLOBAL HEALTHCARE AAND MANAGEMENT SERVICES PTE.
LTD.",Singapore,34.84,0.46,Received in the Company,
111,"EDIVO TECHNOLOGIES PRIVATE
LIMITED",MAHARASHTRA,Mumbai,"Publishing of operating business
and other applications",Edivo Technologies LLC,U.S.A,0.01,0.00,"Received in the
Company",
112,Edunetwork Private Limited,KARNATAKA,Bengaluru,"Renting of tent, furniture, pottery and glass, kitchen and tableware, utensils, household electrical and
electronic equipments etc.","Bain Capital Venture Fund 2016, L.P.",Cayman Islands,3.42,0.04,Received in the Company,
113,"EDUVANZ FINANCING PRIVATE
LIMITED",MAHARASHTRA,Mumbai,Financial leasing,SCI INVESTMENTS VI,Mauritius,0.16,0.00,"Received in the
Company",
114,"EDUVANZ FINANCING PRIVATE
LIMITED",MAHARASHTRA,Mumbai,Financial leasing,SCI INVESTMENTS VI,Mauritius,0.66,0.01,"Received in the
Company",
115,"EDUVANZ FINANCING PRIVATE
LIMITED",MAHARASHTRA,Mumbai,Financial leasing,SCI INVESTMENTS VI,Mauritius,0.14,0.00,"Received in the
company",
116,EDVANCE PRE-SCHOOLS PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Pre-primary education
(education preceding the first level)",Anshuman Investment Holdings Pte. Ltd.,Singapore,27.55,0.36,Received in the Company,
117,"EFR INFOTEK SOLUTIONS
PRIVATE LIMITED",WEST BENGAL,Kolkata,"Other information technology and
computer service activities n.e.c",EFR GmbH,Germany,0.10,0.00,"Received in the
Company",
118,"EHC SOFTWARE INDIA PRIVATE
LIMITED",KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c",Shankar Ramamurthy,U.S.A,0.00,0.00,"Received in the
company",
"Sr.
No.",Name of Indian Company,State,Location district),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
119,"EHC SOFTWARE INDIA PRIVATE
LIMITED",KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c",Energy Harbors Corporation,U.S.A,0.10,0.00,"Received in the
company",
120,"ENERGIZENT POWER PRIVATE
LIMITED",DELHI,"South West
Delhi","Electric power generation using
solar energy",O2 POWER SG PTE. LTD.,Singapore,0.01,0.00,"Received in the
Company",
121,"ENERGIZENT POWER PRIVATE
LIMITED",DELHI,"South West
Delhi","Electric power generation using
solar energy",O2 POWER SG PTE. LTD.,Singapore,0.00,0.00,"Received in the
Company",
122,ENERGY VECTORS PRIVATE LIMITED,TAMIL NADU,Salem,"Production, collection and distribution of steam and hot water for heating, power and
other purposes",EVP HOLDINGS PRIVATE LIMITED,Singapore,0.05,0.00,Received in the Company,
123,ENERGY VECTORS PRIVATE LIMITED,TAMIL NADU,Salem,"Production, collection and distribution of steam and hot water for heating, power and
other purposes",EVP HOLDINGS PRIVATE LIMITED,Singapore,0.05,0.00,Received in the Company,
124,ENSIM INDIA PRIVATE LIMITED,WEST BENGAL,"Paschim
Bardhaman","Other information technology and
computer service activities n.e.c",Ingram Micro Inc,U.S.A,1.25,0.02,"Received in the
Company",
125,EPIGENERES BIOTECH PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Research and experimental
development on natural sciences and engineering",Andrew Cumming,United Kingdom,2.40,0.03,Received in the company,
126,"EUROPEAN ADVANCED
SECURITY PRIVATE LIMITED",DELHI,West Delhi,Private security activities,"DMITRIJ ALEKSZANDROVICS
SZTUPIN",Spain,0.11,0.00,Greenfield,
