Table No.19 (b),,,,,,,,,,
"STATEMENT ON REMMITTANCE-WISE DETAILS OF FDI EQUITY INFLOWS UNDER ACQUISITION OF SHARES ROUTE
13,63IDEAS INFOLABS PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,ABG CAPITAL,Mauritius,2.74,0.04,Received in the Company,
14,63IDEAS INFOLABS PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Steadview Capital Mauritius Limited,Mauritius,1.22,0.02,"Received in
the Company",
15,63IDEAS INFOLABS PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Steadview Capital Mauritius Limited,Mauritius,0.61,0.01,Received in the Company,
16,63IDEAS INFOLABS PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Steadview Capital Mauritius Limited,Mauritius,2.13,0.03,Received in the company,
17,73STRINGS AI INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,73 STRINGS LTD,Canada,0.10,0.00,Received in the Company,
18,"A.S JUSTRIDE TOURS
AND TRAVELS PRIVATE LIMITED",MAHARASHTRA,Thane,Renting and leasing of motor vehicles,Drivezy Inc,U.S.A,11.32,0.16,"Received in
the company",
19,"A.S JUSTRIDE TOURS
AND TRAVELS PRIVATE LIMITED",MAHARASHTRA,Thane,Renting and leasing of motor vehicles,Drivezy Inc,U.S.A,11.55,0.16,"Received in
the Company",
20,AAK Kamani Private Limited,MAHARASHTRA,Mumbai,Manufacture of vegetable oils and fats excluding corn oil,AARHUSKARLSHAMN HOLDING AB,Sweden,169.22,2.37,"Received in the
company",
21,AAK Kamani Private Limited,MAHARASHTRA,Mumbai,Manufacture of vegetable oils and fats excluding corn oil,AARHUSKARLSHAMN HOLDING AB,Sweden,169.22,2.37,"Received in the
company",
22,Aakash Educational Services Limited,DELHI,Central Delhi,Academic tutoring services,BCP ASIA ATHENA ESC (CAYMAN) LTD.,Cayman Islands,85.38,1.20,"Received in the
Company",
23,Aakash Educational Services Limited,DELHI,Central Delhi,Academic tutoring services,SINGAPORE VII TOPCO I PTE LTD.,Singapore,11914.62,166.75,"Received in the
company",
24,ABSOLUTE BARBEQUE,TELANGANA,Hyderabad,"Hotels and Motels, inns, resorts",GENERAL ATLANTIC,Singapore,10.00,0.14,Received in,
Sr.No.,Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Investment Type,
,,,,,,,Rs.,US$,,
,PRIVATE LIMITED,,,providing short term lodging facilities; includes accommodation in house boats,SINGAPORE AB PTE. LTD,,,,the company,
25,ABSOLUTE BARBEQUE PRIVATE LIMITED,TELANGANA,Hyderabad,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats",GENERAL ATLANTIC SINGAPORE AB PTE. LTD,Singapore,10.00,0.14,Received in the company,
26,ABSOLUTE BARBEQUE PRIVATE LIMITED,TELANGANA,Hyderabad,"Hotels and Motels, inns, resorts
providing short term lodging facilities; includes accommodation in house boats",GENERAL ATLANTIC SINGAPORE AB PTE. LTD,Singapore,10.00,0.14,"Received in
the company",
27,ABSOLUTE BARBEQUE PRIVATE LIMITED,TELANGANA,Hyderabad,"Hotels and Motels, inns, resorts
providing short term lodging facilities; includes accommodation in house boats",GENERAL ATLANTIC SINGAPORE AB PTE. LTD,Singapore,27.50,0.38,"Received in
the company",
28,ABSOLUTE BARBEQUE PRIVATE LIMITED,TELANGANA,Hyderabad,"Hotels and Motels, inns, resorts
providing short term lodging facilities; includes accommodation in house boats",GENERAL ATLANTIC SINGAPORE AB PTE. LTD,Singapore,22.50,0.31,"Received in
the company",
29,ABSOLUTE BARBEQUE PRIVATE LIMITED,TELANGANA,Hyderabad,"Hotels and Motels, inns, resorts
providing short term lodging facilities; includes accommodation in house boats",GENERAL ATLANTIC SINGAPORE AB PTE. LTD,Singapore,20.00,0.28,"Received in
the company",
30,Accurio Health Private Limited,HARYANA,Faridabad,Data processing activities including report writing,Mr. Thomas Gullaksen Kramer,U.S.A,0.00,0.00,"Received in the
company",
31,Actoserba Active Wholesale Private Limited,KARNATAKA,Bengaluru,"Retail sale of readymade garments, hosiery goods, other articles of clothing and clothing accessories such as gloves,
ties, braces etc.",INDIBLU INVESTMENT ADVISORS (MAURITIUS) LIMITED,Mauritius,184.21,2.59,Received in the Company,
32,AD3I SOFTWARE SOLUTIONS PRIVATE LIMITED,TELANGANA,Hyderabad,Other information technology and computer service activities n.e.c,"Flexible Architecture and Simplified Technology, LLC",U.S.A,13.51,0.19,Receievd in the Company,
33,AIDAN LABS PRIVATE LIMITED,HARYANA,Sirsa,"Growing of vegetables, n.e.c.",Himakara Technologies Inc,U.S.A,0.15,0.00,"Received in
the company",
34,AIR LIQUIDE NORTH INDIA PRIVATE LIMITED,DELHI,South Delhi,Manufacture of basic chemicals,Air Liquide International,France,509.31,7.17,Received in the Company,
35,Aistar Electronics Private Limited,UTTAR PRADESH,Gautam Buddha Nagar,"Wholesale of electronic valves and tubes, semiconductor devices, microchips, integrated circuits and printed circuits",Lu Rong,China,0.01,0.00,Received in the Company,
36,Aistar Electronics Private,UTTAR,Gautam,Wholesale of electronic valves and,Guo Sheng,China,0.01,0.00,Received in,
Sr.No.,Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Investment Type,
,,,,,,,Rs.,US$,,
,Limited,PRADESH,Buddha Nagar,"tubes, semiconductor devices,
microchips, integrated circuits and printed circuits",,,,,the company,
37,Akums Drugs and Pharmaceuticals Limited,DELHI,North West Delhi,Manufacture of allopathic pharmaceutical preparations,Ruby QC Investment Holdings Pte. Ltd.,Singapore,900.01,12.64,Received in the Company,
38,Akums Drugs and Pharmaceuticals Limited,DELHI,North West Delhi,Manufacture of allopathic pharmaceutical preparations,Ruby QC Investment Holdings Pte. Ltd.,Singapore,900.01,12.64,"Received in the
Company",
39,ALEPT CONSULTING PRIVATE LIMITED,DELHI,South West Delhi,Providing software support and maintenance to the clients,Affirma Consulting LLC,U.S.A,14.84,0.21,"Received in the
Company",
40,"ALPHA INFRA MANAGEMENT SERVICES
PRIVATE LIMITED",KARNATAKA,Bengaluru,Other business support service activities n.e.c,CAPITALM INVESTMENTS PTE LTD,Singapore,0.05,0.00,"Received in the
Company",
41,"ALPHA INFRA MANAGEMENT SERVICES
PRIVATE LIMITED",KARNATAKA,Bengaluru,Other business support service activities n.e.c,ALPHABET INVESTMENT VENTURE PTE LTD,Singapore,0.05,0.00,"Received in the
Company",
42,ALPHAINVENTA PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,ALPHAINVENTA PRIVATE LIMITED,Singapore,0.02,0.00,Received in the company,
43,AMBRISK SOFT SYSTEMS PRIVATE LIMITED,PUNJAB,Mohali,Other information technology and computer service activities n.e.c,DHARMVIR SINGH,U.S.A,0.20,0.00,Received in the Company,
44,"AMERICAN INSTITUTE OF PATHOLOGY AND LABORATORY SCIENCES
PRIVATE LIMITED",TELANGANA,K.V.Rangare ddy,Activities of independent diagnostic/pathological laboratories,CTSI (Mauritius) Ltd.,Mauritius,14.78,0.21,Received in the Company,
45,"AMERICAN INSTITUTE OF PATHOLOGY AND LABORATORY SCIENCES
PRIVATE LIMITED",TELANGANA,K.V.Rangare ddy,Activities of independent diagnostic/pathological laboratories,CTSI (Mauritius) Ltd,Mauritius,18.48,0.26,Received in the Company,
46,"AMERICAN INSTITUTE OF PATHOLOGY AND LABORATORY SCIENCES
PRIVATE LIMITED",TELANGANA,K.V.Rangare ddy,Activities of independent diagnostic/pathological laboratories,CTSI (Mauritius) Ltd,Mauritius,62.83,0.88,Received in the Company,
47,AMERICAN INSTITUTE OF PATHOLOGY AND LABORATORY SCIENCES,TELANGANA,K.V.Rangare ddy,Activities of independent diagnostic/pathological laboratories,CTSI (Mauritius) Ltd,Mauritius,18.48,0.26,Received in the Company,
Sr.No.,Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Investment Type,
,,,,,,,Rs.,US$,,
,PRIVATE LIMITED,,,,,,,,,
48,AMPLUS ENERGY SOLUTIONS PRIVATE LIMITED,DELHI,South Delhi,Electric power generation using solar energy,AMPLUS ENERGY SOLUTIONS PTE. LTD.,Singapore,1.85,0.03,Received in the Company,
49,Analog Media Private Limited,DELHI,Central Delhi,Television programming and broadcasting activities,Alphabet Fund Limited,Seychelles,69.85,0.98,Received in the Company,
50,Antelopus Energy Private Limited,HARYANA,Gurgaon,On shore extraction of crude petroleum,Blackbuck Energy Investments Limited,Cayman Islands,0.92,0.01,"Received in
the Company",
51,Antelopus Energy Private Limited,HARYANA,Gurgaon,On shore extraction of crude petroleum,Blackbuck Energy Investments Limited,Cayman Islands,7.75,0.11,Received in the company,
52,Anthea Aromatics Private Limited,State Not Indicated,District Not Indicated,Manufacture of organic and inorganic chemical compounds n.e.c.,Dynamic India Fund S4 US I,Mauritius,116.43,1.64,-,
53,ANTHEA AROMATICS PVT LTD,MAHARASHTRA,Thane,Manufacture of synthetic aromatic products,DYNAMIC INDIA FUND S4 US I,Mauritius,1.57,0.02,Received in the company,
54,APMSE SOFTWARE SERVICES PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,"CENTRALSQUARE SOFTWARE, LLC",U.S.A,0.00,0.00,Received in the company,
55,APNATIME TECH PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,APNATIME INC,U.S.A,0.01,0.00,Received in the company,
56,APNATIME TECH PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,APNA TIME INC.,U.S.A,0.00,0.00,"Received in
the company",
57,APTUS VALUE HOUSING FINANCE INDIA LIMITED,TAMIL NADU,Chennai,"Other financial service activities, except
insurance and pension funding activities, n.e.c.",MADISON INDIA OPPORTUNITIES IV,Mauritius,157.81,2.21,"Received in
the company",
58,APTUS VALUE HOUSING FINANCE INDIA LIMITED,TAMIL NADU,Chennai,"Other financial service activities, except
insurance and pension funding activities, n.e.c.",Malabar India Fund Limited,Mauritius,118.36,1.66,"Received in
the Company",
59,APTUS VALUE HOUSING FINANCE INDIA LIMITED,TAMIL NADU,Chennai,"Other financial service activities, except insurance and pension funding activities, n.e.c.",Malabar Select Fund,Mauritius,118.36,1.66,Received in the Company,
60,Ashkit Properties limited,DELHI,Central Delhi,Construction of buildings carried out on own-account basis or on a fee or,BREP Asia SG L&T Holding (NQ) Pte Ltd,Singapore,1433.91,20.18,Received in the,
Sr.No.,Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Investment Type,
,,,,,,,Rs.,US$,,
,,,,contract basis,,,,,Company,
61,Ashkit Properties limited,DELHI,Central Delhi,Construction of buildings carried out on own-account basis or on a fee or contract basis,BREP VIII SBS L&T Holding (NQ) Ltd,Cayman Islands,2.40,0.03,Received in the company,
62,Ashkit Properties limited,DELHI,Central Delhi,Construction of buildings carried out on own-account basis or on a fee or contract basis,BREP Asia SBS L&T Holding (NQ) Ltd,Cayman Islands,13.68,0.19,Received in the company,
63,"Asian Institute of
Gastroentreology Private Limited",TELANGANA,Hyderabad,Hospital activities,Ileum Investments Limited,Mauritius,180.00,2.52,"Received in
the company",
64,ASTOGGRAPH IT PRIVATE LIMITED,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,ASTOGRAPH INC,U.S.A,0.09,0.00,Received in the Company,
65,Astra Specialty Compounds India Private Limited,GUJARAT,Bharuch,Manufacture of other plastics products n.e.c.,Astra Polymer Compounding Co Ltd,Saudi Arabia,0.03,0.00,GreenField,
66,Atlantic Lubricants and Specialities Pvt Limited,MAHARASHTRA,Mumbai,"Wholesale of solid, liquid and gaseous fuels and related products",Motul Asia Pacific Pte. Ltd,Singapore,833.45,11.71,Received in the Company,
67,Atlantic Lubricants and Specialities Pvt Limited,MAHARASHTRA,Mumbai,"Wholesale of solid, liquid and gaseous fuels and related products",Motul,France,20.84,0.29,"Received in
the Company",
68,Atom Technologies Limited,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,NTT DATA CORPORATION,Japan,28.51,0.40,"Received in
the company",
69,Atom Technologies Limited,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,NTT DATA CORPORATION,Japan,665.30,9.31,"Received in the
company",
70,"AUSTARUNION INDIA PROCESS SYSTEMS
PRIVATE LIMITED",MAHARASHTRA,Mumbai,Other business support service activities n.e.c,AUSTAR INDIA INVESTMENT LIMITED,British Virginia,0.10,0.00,"Received in the
Company",
71,B2X Service Solutions India Private Limited,MAHARASHTRA,Mumbai,Repair and maintenance of computer and peripheral equipment,B2X Care Solutions GmbH,Germany,9.63,0.13,"Received in the
company",
72,Beehive Communications Private Limited,MAHARASHTRA,Mumbai,Advertising,Publicis Groupe Holdings B.V.,Netherland,3.85,0.05,"Received in the
Company",
73,BERGGRUEN HOTELS,MAHARASHTRA,Mumbai,"Hotels and Motels, inns, resorts",BERGGRUEN,Mauritius,18.10,0.25,Received in,
Sr.No.,Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Investment Type,
,,,,,,,Rs.,US$,,
,PRIVATE LIMITED,,,providing short term lodging facilities; includes accommodation in house boats,INVESTMENTS,,,,the Company,
74,BERGGRUEN HOTELS PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats",BERGGRUEN INVESTMENTS,Mauritius,18.10,0.25,Received in the Company,
75,BICHAMP CUTTING TECHNOLOGY (INDIA) PRIVATE LIMITED,TAMIL NADU,Tiruvallur,"Manufacture of general hardware (saws and saw-blades, including circular saw- blades and chainsaw blades, moulding
boxes, vices, clamps etc.)",BICHAMP CUTTING TECHNOLOGY (HONG KONG) CO. LIMITED,HongKong,0.10,0.00,Received in the Company,
76,"BIENANCE INFORMATION TECHNOLOGY PRIVATE
LIMITED",MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,GREAT PARTNER CONSULTING LIMITED,HongKong,0.10,0.00,Received in the company,
77,BIOFOURMIS INDIA PRIVATE LIMITED,DELHI,Central Delhi,Other information technology and computer service activities n.e.c,Biofourmis Holdings Pte. Ltd.,Singapore,0.05,0.00,Received in the Company,
78,BLUE JAY FINLEASE LIMITED,DELHI,Central Delhi,"Other financial service activities, except insurance and pension funding activities, n.e.c.",SAIF Partners India VI Limited,Mauritius,2.30,0.03,Received in the company,
79,BLUE JAY FINLEASE LIMITED,DELHI,Central Delhi,"Other financial service activities, except insurance and pension funding activities, n.e.c.",SAIF Partners India VI Limited,Mauritius,2.34,0.03,Received in the company,
80,BLUE JAY FINLEASE LIMITED,DELHI,Central Delhi,"Other financial service activities, except insurance and pension funding activities, n.e.c.",SAIF Partners India VI Limited,Mauritius,4.43,0.06,Received in the company,
81,BLUE JAY FINLEASE LIMITED,DELHI,Central Delhi,"Other financial service activities, except
insurance and pension funding activities, n.e.c.",SAIF Partners India VI Limited,Mauritius,4.21,0.06,"Received in
the Company",
82,"BRAND NETWORKS APAC
SOLUTIONS PRIVATE LIMITED",CHANDIGARH,Chandigarh,Other information technology and computer service activities n.e.c,BRAND NETWORKS LLC,U.S.A,0.10,0.00,"Received in
the Company",
83,"BRAND NETWORKS APAC
SOLUTIONS PRIVATE LIMITED",CHANDIGARH,Chandigarh,Other information technology and computer service activities n.e.c,"Brand Networks Midco, LLC",U.S.A,0.00,0.00,"Received in
the company",
84,BRAND NETWORKS APAC SOLUTIONS PRIVATE LIMITED,CHANDIGARH,Chandigarh,Other information technology and computer service activities n.e.c,"BRAND NETWORKS MIDCO, LLC",U.S.A,0.00,0.00,Received in the company,
85,BRUNO'S COMPUTER,TELANGANA,Hyderabad,"Writing, modifying, testing of computer",Vertafore Inc,U.S.A,0.31,0.00,Received in,
Sr.No.,Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Investment Type,
,,,,,,,Rs.,US$,,
,SOLUTIONS & SOFTWARE PRIVATE LIMITED,,,"program to meet the needs of a
particular client excluding web-page designing",,,,,the company,
86,BRUNO'S COMPUTER SOLUTIONS & SOFTWARE PRIVATE LIMITED,TELANGANA,Hyderabad,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-page
designing",VERTAFORE INC,U.S.A,0.31,0.00,Received in the Company,
87,"CANCER TREATMENT SERVICES HYDERABAD
PRIVATE LIMITED",TELANGANA,K.V.Rangare ddy,Hospital activities,CTSI (Mauritius),Mauritius,10.50,0.15,"Received in the
Company",
88,CAPITAL FOODS PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar
powder etc. (this excludes the",GENERAL ATLANTIC SINGAPORE CF PTE. LTD,Singapore,1133.46,15.92,Received in the Company,
89,Captiva Energy Solutions Private limited,WEST BENGAL,Kolkata,"Manufacture of power generators (except battery charging alternators for internal combustion engines), motor generator sets (except turbine
generator set units)",Pramac Iberica S.A.U,Spain,9.32,0.13,Received in the company,
90,"Changfang
Semiconductor Private Limited",UTTAR PRADESH,"Gautam
Buddha Nagar","Manufacture of display components (plasma, polymer, LCD, LED)",Tu Xiao,China,0.09,0.00,"Received in
the Company",
91,"CHEMPAKA
KINDERGARTEN PRIVATE LIMITED",KERALA,Thiruvanant hapuram,Pre-primary education (education preceding the first level),PRESANNA RAJ VASUDEVAN NAIR,UAE,50.20,0.71,"Received in
the Company",
92,"CHEMPAKA KINDERGARTEN PRIVATE
LIMITED",KERALA,Thiruvanant hapuram,Pre-primary education (education preceding the first level),PRESANNA RAJ VASUDEVAN NAIR,UAE,69.84,0.98,"Received in the
Company",
93,CitiusTech Healthcare Technology Pvt Ltd,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,Barolo Holdings B.V.,Netherland,6393.26,90.00,"Received in the
Company",
94,CitiusTech Healthcare Technology Pvt Ltd,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,Barolo Holdings B.V.,Netherland,3019.83,42.51,"Received in the
Company",
95,CitiusTech Healthcare Technology Pvt Ltd,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,Barolo Holdings B.V.,Netherland,2229.02,31.38,"Received in the
Company",
Sr.No.,Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Investment Type,
,,,,,,,Rs.,US$,,
96,CitiusTech Healthcare Technology Pvt Ltd,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,Barolo Holdings B.V.,Netherland,2229.02,31.38,"Received in
the Company",
97,CitiusTech Healthcare Technology Pvt Ltd,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,Barolo Holdings B.V.,Netherland,1380.80,19.44,Received in the Company,
98,CitiusTech Healthcare Technology Pvt Ltd,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,Barolo Holdings B.V.,Netherland,2229.02,31.38,"Received in the
Company",
99,CitiusTech Healthcare Technology Pvt Ltd,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,Barolo Holdings B.V.,Netherland,6393.26,90.00,"Received in the
Company",
100,"CLOUDELEMENTS TECHNOLOGIES INDIA
PRIVATELIMITED",TELANGANA,Hyderabad,Providing software support and maintenance to the clients,CLOUD ELEMENTS INC,U.S.A,0.10,0.00,"Received in the
Company",
101,"CODEBIOS TECHNOLOGIES PRIVATE
LIMITED",KARNATAKA,Bengaluru,Computer consultancy and computer facilities management activities,Ann Volkers Engelbrechtsen,Denmark,0.05,0.00,"Received in the
Company",
102,CODEZEVEN SOFTWARE PRIVATE LIMITED,MAHARASHTRA,Pune,Providing software support and maintenance to the clients,RAPID CIRCLE BV,Netherland,1.37,0.02,Received in the Company,
103,CODEZEVEN SOFTWARE PRIVATE LIMITED,MAHARASHTRA,Pune,Providing software support and maintenance to the clients,RAPID CIRCLE BV,Netherland,8.23,0.12,Received in the Company,
104,CoinTribe Technologies Private Limited,DELHI,Central Delhi,Other information technology and computer service activities n.e.c,SARA CONSULTING PTE LIMITED,Singapore,15.00,0.21,Received in the Company,
105,"CONSUL NEOWATT
POWER SOLUTIONS PRIVATE LIMITED",TAMIL NADU,Kanchipura m,Manufacture of other electrical equipment,"FUJI ELECTRIC CO., LTDFUJI ELECTRIC CO., LTD",Japan,80.59,1.13,"Received in
the Company",
106,CONSUL NEOWATT POWER SOLUTIONS PRIVATE LIMITED,TAMIL NADU,Kanchipura m,Manufacture of other electrical equipment,"Fuji Electric Co., Ltd",Japan,173.40,2.44,Received in the Company,
107,Consul Neowatt Power Solutions Private Limited,State Not Indicated,District Not Indicated,Manufacture of other electrical equipment,Peepul Capital Fund III LLC,Mauritius,9.77,0.14,-,
108,CONSUL NEOWATT POWER SOLUTIONS PRIVATE LIMITED,TAMIL NADU,Kanchipura m,Manufacture of other electrical equipment,"FUJI ELECTRIC CO., LTD",Japan,80.59,1.13,Received in the Company,
Sr.No.,Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Investment Type,
,,,,,,,Rs.,US$,,
109,"CONSUL NEOWATT
POWER SOLUTIONS PRIVATE LIMITED",TAMIL NADU,Kanchipura m,Manufacture of other electrical equipment,"FUJI ELECTRIC CO., LTD",Japan,80.59,1.13,"Received in
the Company",
110,CONSUL NEOWATT POWER SOLUTIONS PRIVATE LIMITED,TAMIL NADU,Kanchipura m,Manufacture of other electrical equipment,"FUJI ELECTRIC CO., LTD",Japan,118.10,1.66,Received in the Company,
111,"CONSUL NEOWATT POWER SOLUTIONS
PRIVATE LIMITED",TAMIL NADU,Kanchipura m,Manufacture of other electrical equipment,"FUJI ELECTRIC CO., LTD",Japan,48.34,0.68,"Received in the
Company",
112,"CONSUL NEOWATT POWER SOLUTIONS
PRIVATE LIMITED",TAMIL NADU,Kanchipura m,Manufacture of other electrical equipment,"FUJI ELECTRIC CO., LTD",Japan,80.63,1.14,"Received in the
Company",
113,"COSTER INDIA PACKAGING PRIVATE
LIMITED",DELHI,New Delhi,Packaging activities,COSTER TECHNOLOGIE SPECIALI S.P.A,Italy,60.00,0.84,"Received in the
company",
114,CQRA PRIVATE LIMITED,MAHARASHTRA,Pune,Technical testing and analysis,"ADVANCED CONSTRUCTION TECHNOLOGY SERVICES
PTE. LTD.",Singapore,1.42,0.02,Received in the Company,
115,CQRA PRIVATE LIMITED,MAHARASHTRA,Pune,Technical testing and analysis,"ADVANCED CONSTRUCTION TECHNOLOGY SERVICES
PTE. LTD.",Singapore,77.19,1.09,Received in the Company,
116,CREDIME ESERVICES PRIVATE LIMITED,KARNATAKA,Bengaluru,Software installation,CORAL SEA LIMITED,HongKong,0.08,0.00,"Received in
the company",
117,CREDIME ESERVICES PRIVATE LIMITED,KARNATAKA,Bengaluru,Software installation,CORAL SEA LIMITED,HongKong,0.02,0.00,"Received in the
company",
118,"CROSS BORDER KITCHENS PRIVATE
LIMITED",DELHI,South West Delhi,Restaurants without bars,SM GLOBAL LLC,U.S.A,0.03,0.00,"Received in the
Company",
119,CSB SERVICES ASIA PACIFIC PRIVATE LIMITED,TAMIL NADU,Chennai,Software installation,CSB SYSTEM AG,Switzerland,0.10,0.00,"Received in the
Company",
120,CUNESOFT INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,"Research and experimental development on social sciences and
humanities",CUNESOFT GMBH,Germany,0.28,0.00,"Received in the
Company",
Sr.No.,Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount,,Investment Type,
,,,,,,,Rs.,US$,,
121,"CYBERABAD CITIZENS
HEALTH SERVICES PRIVATE LIMITED",TELANGANA,K.V.Rangare ddy,Hospital activities,Lakshmi Kanumuri,U.S.A,2.02,0.03,"Received in
the Company",
122,Cygnet Infotech Private Limited,GUJARAT,Ahmedabad,Providing software support and maintenance to the clients,Sachin Bedi,U.S.A,7.44,0.10,Received in the Company,
123,"DAIICHI N HORIZON AUTOCOMP PRIVATE
LIMITED",HARYANA,Gurgaon,"Manufacture of parts and accessories of bodies for motor vehicles such as safety
belts, airbags,doors, bumpers",DAIICHI KOGYO CO LTD,Japan,15.00,0.21,"Received in the
Company",
124,"DAILYNINJA DELIVERY SERVICES PRIVATE
LIMITED",MAHARASHTRA,Thane,Other information technology and computer service activities n.e.c,SCI lnvestments V,Mauritius,0.59,0.01,"Received in the
Company",
125,"DAILYNINJA DELIVERY SERVICES PRIVATE
LIMITED",MAHARASHTRA,Thane,Other information technology and computer service activities n.e.c,SCI lnvestments V,Mauritius,0.08,0.00,"Received in the
Company",
